SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
523323,KOVAI MEDI. ,B ,Q,710.00,727.95,710.00,720.35,720.00,717.40,25,311,223655.00,
523329,ELDECO HOUS.,X ,Q,1889.00,1889.00,1830.05,1842.00,1840.00,1852.35,5,12,22134.00,
523367,DCMSHRIRAM  ,A ,Q,355.95,361.00,352.15,353.40,353.40,358.75,188,5636,2002349.00,
523369,DCM SHR.IND ,X ,Q,192.00,192.00,187.10,189.50,188.00,191.10,39,1931,366735.00,
523371,MAWANA SUGAR,T ,Q,48.60,50.00,48.50,49.00,49.00,49.00,18,532,26164.00,
523385,NILKAMAL L  ,A ,Q,1553.95,1592.00,1552.45,1577.80,1572.00,1560.15,324,2341,3689905.00,
523391,NAHAR POLY  ,B ,Q,39.50,39.50,38.55,38.85,38.85,38.40,18,1389,54301.00,
523395,3M INDIA LTD,A ,Q,22918.00,22918.00,22534.15,22578.50,22655.00,22939.15,64,84,1907891.00,
523398,JCHAC       ,B ,Q,1793.35,1830.00,1780.10,1789.50,1780.10,1800.40,27,105,189572.00,
523405,JM FINANCIAL,A ,Q,92.50,94.35,91.65,92.90,92.90,92.35,1508,79618,7406894.00,
523411,ADCINDIA    ,X ,Q,208.00,210.40,205.00,207.10,210.40,208.15,7,265,54716.00,
523445,REL INDL INF,B ,Q,337.75,350.00,337.50,342.90,342.90,342.05,2289,90918,31347166.00,
523449,SHARP INDIA ,XT,Q,38.00,42.00,38.00,38.20,41.85,40.00,10,410,16147.00,
523457,LINDEINDIA  ,A ,Q,676.15,679.10,670.70,672.90,672.90,675.30,118,2861,1927958.00,
523465,IND.BANK HSG,B ,Q,26.30,29.00,26.30,28.25,28.25,28.45,6,2729,76071.00,
523467,JAIMATA GLAS,XT,Q,0.34,0.34,0.34,0.34,0.34,0.35,34,108533,36901.00,
523475,LOTUS CHOC  ,X ,Q,24.00,24.75,23.35,24.00,24.00,23.75,22,4439,108398.00,
523483,PACIFIC IND.,X ,Q,124.00,124.00,124.00,124.00,124.00,130.00,2,30,3720.00,
523489,CMM HOSPITAL,X ,Q,11.65,11.65,11.65,11.65,11.65,12.25,1,70,815.00,
523523,RAINBOW PAP.,T ,Q,1.20,1.20,1.20,1.20,1.20,1.25,5,4850,5820.00,
523537,APM INDUS.  ,X ,Q,41.15,44.70,40.00,42.85,44.70,44.20,40,6477,274345.00,
523539,PRECISION WR,B ,Q,239.10,241.50,237.25,240.50,240.85,242.80,75,2926,700894.00,
523550,KRYPTON IND ,X ,Q,12.01,12.01,12.00,12.00,12.00,11.85,4,130,1560.00,
523558,NETWORK LTD.,XT,Q,2.28,2.32,2.20,2.29,2.29,2.22,20,20195,45766.00,
523566,MARTIN BURN ,XT,Q,43.90,44.15,43.90,44.15,44.15,43.70,10,2496,109976.00,
523574,FEL         ,B ,Q,40.90,41.25,40.20,40.75,40.95,40.95,387,78393,3191348.00,
523586,IND.TONERS  ,X ,Q,153.45,153.45,142.60,149.45,149.00,150.20,92,6377,931967.00,
523598,SHIPP.CORPN ,A ,Q,44.00,45.00,43.90,44.30,44.30,44.05,483,89807,3992062.00,
523606,SIKA INTER. ,X ,Q,148.00,158.90,146.30,148.75,146.30,153.00,31,1179,175255.00,
523610,ITI LTD.    ,B ,Q,94.90,95.80,93.50,94.20,94.20,95.00,1456,156119,14808699.00,
523618,DREDGING COR,B ,Q,353.40,379.20,350.10,364.95,364.95,353.00,2986,91493,33856313.00,
523620,PHARMASIA   ,XT,Q,16.50,16.50,16.50,16.50,16.50,15.75,1,80,1320.00,
523628,PODDAR      ,B ,Q,530.00,543.90,530.00,537.80,537.80,535.65,6,103,55301.00,
523630,NATIONAL FER,B ,Q,35.00,36.95,35.00,36.25,36.25,35.35,956,207831,7586230.00,
523638,IP RINGS LTD,X ,Q,118.00,118.00,113.00,114.00,114.00,115.10,10,362,41079.00,
523642,PI INDUS.LTD,A ,Q,811.05,838.85,810.60,835.65,838.85,810.75,656,6713,5542127.00,
523648,PLASTIBLEND ,B ,Q,194.80,195.00,190.00,191.80,191.80,193.80,99,4226,816486.00,
523660,WATERBASE   ,X ,Q,174.85,179.70,173.10,173.85,173.85,174.40,1614,133464,23499202.00,
523672,FLEX FOODS  ,X ,Q,75.95,76.00,74.05,74.10,74.10,74.45,13,2085,155703.00,
523694,APCOTEX IND ,B ,Q,537.50,543.80,532.00,532.40,534.00,533.00,14,135,72557.00,
523696,FORTIS MLR  ,X ,Q,56.00,57.50,54.65,54.65,54.65,56.70,76,45607,2523110.00,
523704,MASTEK LTD  ,B ,Q,465.45,469.40,464.00,465.25,467.85,467.65,248,3318,1546422.00,
523708,EIMCO ELECON,B ,Q,405.00,405.00,405.00,405.00,405.00,402.00,2,50,20250.00,
523710,SAYAJI HOTEL,XT,Q,257.45,265.00,257.45,258.00,258.00,271.00,24,914,237066.00,
523716,ASHIANA HOU ,B ,Q,117.95,118.00,115.50,116.75,117.00,116.75,51,194639,22486740.00,
523724,VIJAY SHA.BU,B ,Q,8.21,8.27,8.17,8.27,8.27,8.35,6,1630,13376.00,
523736,DPL         ,B ,Q,111.00,111.45,108.55,109.50,108.55,110.90,20,1274,139605.00,
523754,EPC INDUS.  ,X ,Q,98.95,103.00,98.95,100.60,100.60,99.20,240,24419,2459683.00,
523756,SREIINFRA   ,A ,Q,36.05,37.60,35.25,36.30,36.30,36.05,1868,780468,28505937.00,
523768,GUJ.BOROSIL ,X ,Q,102.90,104.20,101.00,102.95,103.70,102.20,135,9025,933597.00,
523792,MAZDA LTD   ,B ,Q,300.00,303.00,296.00,296.05,296.00,298.55,11,44,13136.00,
523796,VICEROY HOTE,B ,Q,5.60,5.60,5.45,5.49,5.45,5.60,11,2289,12580.00,
523828,MENON BEAR. ,B ,Q,79.00,80.00,78.05,78.95,79.75,79.40,109,12687,996857.00,
523836,GUJ.RAFFIA  ,T ,Q,20.10,20.10,20.10,20.10,20.10,21.15,5,610,12261.00,
523838,SIMPLX INFRA,B ,Q,200.10,205.35,200.00,205.05,204.75,202.60,88,1484,301734.00,
523840,INN.TECH.PAC,X ,Q,29.20,31.00,29.15,30.15,30.15,29.75,7,2217,68020.00,
523842,SUPER TANNER,X ,Q,3.21,3.54,3.21,3.34,3.49,3.31,12,3951,12912.00,
523844,INVICTA MED ,XT,Q,4.81,4.81,4.81,4.81,4.81,4.59,1,200,962.00,
523850,AXTEL INDUS.,X ,Q,102.95,108.05,99.65,107.85,108.05,102.95,141,17725,1875334.00,
524000,MAGMA FIN   ,A ,Q,114.25,114.60,109.60,111.05,111.05,115.00,236,18852,2109588.00,
524013,HIND.FLUROCA,B ,Q,18.15,18.20,16.80,18.20,18.20,17.55,13,203,3558.00,
524019,KINGFA      ,B ,Q,712.00,763.85,712.00,742.55,763.85,747.55,104,2878,2101022.00,
524031,PATIDAR     ,X ,Q,2.93,2.93,2.93,2.93,2.93,3.00,2,126,369.00,
524037,RAMA PHOSPH ,X ,Q,94.95,94.95,89.15,90.10,90.50,91.90,37,2584,233292.00,
524038,VENLON ENTR ,X ,Q,2.85,3.12,2.85,3.12,3.12,2.99,4,511,1456.00,
524051,POLYPLEX    ,B ,Q,533.00,539.70,526.55,531.05,529.50,533.80,165,3233,1725304.00,
524075,ALBERT DAVID,B ,Q,423.95,431.45,417.00,429.05,429.95,422.20,45,612,259689.00,
524084,MONSANTO (I),A ,Q,2681.45,2681.45,2613.00,2626.40,2619.00,2683.30,32,138,366347.00,
524091,ACRYCIL LTD.,X ,Q,580.15,590.00,580.15,590.00,590.00,588.20,15,320,187980.00,
524109,KABRA EXTR  ,B ,Q,74.75,78.00,73.50,76.75,78.00,74.00,216,8861,664836.00,
524129,VINYL CHEM  ,B ,Q,82.15,83.50,81.25,81.50,81.25,82.10,65,2455,201861.00,
524136,PEE CEE COSM,X ,Q,110.00,120.00,110.00,120.00,120.00,114.95,19,2465,282820.00,
524164,IOL CHEM PH ,B ,Q,165.50,175.75,165.00,172.75,172.75,166.50,1730,97359,16776632.00,
524174,KESAR PETRO ,X ,Q,12.02,12.35,12.02,12.30,12.31,12.19,166,57154,700321.00,
524200,VINATI ORG. ,B ,Q,1667.95,1698.30,1651.20,1657.30,1657.30,1671.25,291,1689,2827177.00,
524202,LACTOSE(I)  ,XT,Q,50.50,50.50,50.50,50.50,50.50,50.65,1,50,2525.00,
524204,TEESTA AGRO ,XT,Q,26.25,26.35,26.25,26.35,26.35,27.60,5,306,8043.00,
524208,AARTI INDUST,A ,Q,1443.25,1467.75,1441.00,1452.05,1441.05,1451.10,330,2259,3289286.00,
524210,PENTOKEY ORG,XT,Q,18.25,18.95,18.25,18.95,18.95,18.25,3,101,1913.00,
524218,RESONANCE   ,X ,Q,22.70,24.65,22.00,23.30,23.30,22.70,16,1021,23280.00,
524226,GUJ AMB EXP ,B ,Q,249.95,251.15,241.20,244.90,245.05,251.05,521,14169,3507753.00,
524230,RASHTR.CHEM.,A ,Q,62.75,68.25,62.70,67.00,67.00,63.35,5759,1158619,77194554.00,
524280,KOPRAN LTD. ,B ,Q,40.95,43.10,39.75,42.60,42.70,40.70,504,46513,1917701.00,
524288,AIMCO PESTI.,X ,Q,122.00,123.85,120.00,120.60,121.00,122.55,87,4009,486484.00,
524322,KABRA DRUGS ,XT,Q,0.84,0.84,0.84,0.84,0.84,0.88,4,900,756.00,
524324,SEYAIND     ,B ,Q,546.00,549.30,536.90,539.50,540.00,538.85,182,10053,5436917.00,
524330,JAYANT AGRO ,B ,Q,235.40,239.00,235.40,236.45,235.60,237.80,36,207,48922.00,
524332,BCLIL       ,X ,Q,104.40,105.00,99.65,100.30,99.95,103.70,151,34230,3459043.00,
524342,INDOBORAXC  ,X ,Q,555.00,567.95,550.00,560.00,560.00,556.45,28,1339,744354.00,
524348,AARTI DRUGS ,B ,Q,563.10,571.00,561.85,564.50,563.00,563.10,219,2917,1646716.00,
524370,BODAL CHEM  ,B ,Q,113.10,114.90,112.50,113.55,113.90,112.85,194,12928,1472177.00,
524372,ORCHIDPHAR  ,Z ,Q,4.75,4.84,4.69,4.80,4.83,4.79,61,31342,148128.00,
524394,VIMTA LABS  ,B ,Q,309.10,311.70,307.00,308.70,308.90,314.90,184,5997,1856846.00,
524396,BIOFIL CHEM ,T ,Q,6.80,6.80,6.80,6.80,6.80,7.15,1,200,1360.00,
524404,MARKSANS    ,B ,Q,28.70,29.00,28.25,28.60,28.60,28.75,451,168962,4822556.00,
524408,UNIV.STARCH ,XT,Q,47.35,47.35,47.35,47.35,47.35,48.30,4,132,6250.00,
524412,AAREY DRUGS ,X ,Q,34.30,35.50,34.25,34.60,34.75,34.10,44,32250,1121314.00,
524414,NORRIS MEDI.,XT,Q,4.14,4.50,4.12,4.12,4.12,4.33,5,120,497.00,
524434,ASIAN PETRO ,XT,Q,3.55,3.55,3.55,3.55,3.55,3.70,1,100,355.00,
524440,CAMEX LTD   ,X ,Q,28.35,28.50,27.80,27.95,27.80,28.15,29,4854,136249.00,
524444,KAVITIND    ,X ,Q,26.80,26.90,25.55,26.60,26.60,26.80,34,125128,3268268.00,
524470,SYNCOM FORM.,X ,Q,0.91,0.94,0.88,0.90,0.90,0.92,179,473641,430804.00,
524480,RIDHI SIDHI ,X ,Q,512.90,512.90,510.00,510.05,510.05,518.05,5,100,51123.00,
524494,IPCA LAB LTD,A ,Q,800.00,807.10,781.70,785.60,784.15,805.35,425,4134,3283417.00,
524500,KILITCH DRUG,B ,Q,164.95,167.70,163.50,166.70,166.70,163.45,148,3324,550257.00,
524506,CORAL LAB.  ,X ,Q,375.00,385.00,367.00,368.70,368.70,375.00,42,1165,436691.00,
524518,KREBS BIOCHM,B ,Q,106.00,109.50,105.65,107.85,107.85,108.05,20,1665,177657.00,
524520,KMC SHIL    ,X ,Q,13.99,13.99,12.60,12.68,12.68,13.26,42,13934,179384.00,
524522,LAFFANS PETR,X ,Q,20.40,20.40,18.50,20.40,20.40,19.45,6,1202,23190.00,
524542,SUKJIT STRCH,X ,Q,440.00,440.00,428.15,438.00,438.00,443.85,10,393,171875.00,
524558,NEULAND LAB.,B ,Q,460.00,480.00,460.00,474.90,479.85,458.60,112,7826,3666807.00,
524564,GAYATRI BIO ,XT,Q,3.23,3.23,3.23,3.23,3.23,3.40,2,4,12.00,
524570,PODDAR PIGM.,B ,Q,189.05,189.05,186.95,188.60,188.60,193.00,10,140,26238.00,
524576,VIVID IND   ,X ,Q,40.40,41.00,39.00,40.00,40.00,40.40,22,4174,169462.00,
524582,TIRUPATI STA,XT,Q,34.35,36.00,34.35,35.95,36.00,35.75,10,661,23061.00,
524590,HEMORGANIC  ,XT,Q,17.35,17.35,17.35,17.35,17.35,16.53,4,573,9941.00,
524592,JD ORGOCHEM ,XT,Q,2.95,3.00,2.95,3.00,3.00,3.00,2,3480,10266.00,
524594,ASHOK-ALCO  ,X ,Q,70.00,70.00,65.00,66.20,65.85,65.25,61,2348,154821.00,
524598,AKSHARCHEM I,B ,Q,454.45,469.00,437.00,463.80,469.00,432.75,48,766,343720.00,
524606,BERYL DRUGS ,X ,Q,10.00,10.00,10.00,10.00,10.00,10.25,1,1,10.00,
524632,SHUKRAPHAR  ,X ,Q,39.80,39.80,39.80,39.80,39.80,39.80,2,695,27661.00,
524634,ALU FLUORIDE,X ,Q,131.00,131.00,127.00,128.00,128.00,128.25,26,1026,131915.00,
524640,ARCHITORG   ,X ,Q,26.00,26.00,25.05,26.00,26.00,26.00,6,514,13363.00,
524648,INDO AMINES ,X ,Q,98.35,103.85,98.35,100.50,100.50,100.80,311,202845,20287172.00,
524652,IND.SWIFT LT,B ,Q,6.72,6.78,6.50,6.69,6.69,6.66,6,488,3286.00,
524654,NATURAL CAPS,X ,Q,73.00,73.00,73.00,73.00,73.00,72.85,1,40,2920.00,
524663,BH.IMMUN&BIO,B ,Q,13.00,13.00,12.50,12.55,12.55,12.80,15,5176,64842.00,
524667,SOTL        ,B ,Q,936.80,994.90,920.55,982.50,994.00,915.00,41,156,152468.00,
524669,HESTER BISC ,B ,Q,1138.50,1139.10,1129.00,1135.20,1135.00,1159.05,13,58,65746.00,
524675,KABSONS INDU,XT,Q,7.15,7.15,7.15,7.15,7.15,6.81,1,1,7.00,
524687,BASANT AGRO ,X ,Q,4.94,4.97,4.80,4.86,4.80,4.87,46,23683,115519.00,
524689,PARENT.DRUGS,T ,Q,9.20,9.20,8.55,8.55,8.55,9.00,3,5,44.00,
524699,KILBURN CHEM,XT,Q,55.00,57.20,55.00,55.35,55.35,55.00,8,560,30997.00,
524703,SANDU PHARMA,X ,Q,24.40,24.50,24.40,24.50,24.50,26.00,3,235,5747.00,
524709,NACLIND     ,B ,Q,27.50,29.50,27.50,29.10,28.60,27.45,89,13813,399991.00,
524711,VISTA PHARMA,XT,Q,28.00,28.70,26.60,27.50,27.90,27.95,59,41069,1097236.00,
524715,SUN PHARMA. ,A ,Q,423.00,431.15,422.00,429.25,429.25,424.00,6801,902587,386020958.00,
524717,TITAN BIOTEC,X ,Q,50.05,50.10,50.05,50.10,50.10,52.35,5,760,38056.00,
524727,SDL         ,X ,Q,31.00,31.00,31.00,31.00,31.00,31.00,1,4,124.00,
524731,JENBURKT PH.,X ,Q,580.00,585.70,551.00,559.75,551.00,583.45,87,5207,2925401.00,
524735,HIKAL LTD.  ,B ,Q,153.45,160.55,153.45,159.50,160.50,155.10,591,39154,6155263.00,
524742,CAPLIN POINT,B ,Q,386.25,393.40,383.00,384.90,385.00,391.30,75,1274,493390.00,
524743,FISCHER     ,XT,Q,23.90,23.90,23.90,23.90,23.90,22.80,1,1,23.00,
524748,LINK PHARMA ,X ,Q,29.45,29.50,25.20,28.35,27.75,26.00,57,11490,322288.00,
524752,COMBAT DRUGS,XT,Q,20.40,20.40,20.40,20.40,20.40,20.50,2,100,2040.00,
524764,NUTRA       ,X ,Q,19.80,19.80,18.35,18.50,18.50,19.10,63,6834,127138.00,
524768,EMMESSAR BIO,X ,Q,20.00,20.45,19.10,20.45,20.45,20.20,12,847,16685.00,
524774,NGL FINE CHM,X ,Q,430.05,445.00,430.05,435.00,435.00,435.20,140,2488,1088049.00,
524790,EVEREST ORG.,X ,Q,94.90,94.90,91.25,92.10,91.25,92.35,25,1574,144582.00,
524804,AUROB.PHARMA,A ,Q,731.45,736.00,722.25,726.30,726.30,734.00,2262,106848,77894848.00,
524808,PHYTOCHEM I.,X ,Q,45.20,47.00,45.20,47.00,47.00,47.50,6,294,13638.00,
524816,NATCO PHARM ,A ,Q,702.20,707.00,683.00,684.35,684.35,706.30,2051,24192,16684259.00,
524818,DYNAMIC IND.,X ,Q,98.10,103.95,97.25,102.30,100.60,101.30,16,656,66523.00,
524820,PANAMA PETRO,B ,Q,138.45,139.35,136.15,136.95,137.15,139.55,33,1047,143304.00,
524824,BAL PHARMA  ,B ,Q,80.35,82.00,80.10,80.65,80.65,81.00,10,309,24908.00,
524828,BDH INDUS.  ,XT,Q,68.25,70.00,68.25,70.00,70.00,68.20,5,529,36965.00,
526027,CUBEX TUBING,T ,Q,14.60,15.50,14.60,15.10,15.10,15.35,7,1010,15218.00,
526043,POLYMECH.MCH,X ,Q,47.20,47.20,41.80,43.85,44.00,45.35,35,2151,93840.00,
526073,GALAXY BEAR.,P ,Q,118.30,118.30,118.30,118.30,118.30,118.30,2,400,47320.00,
526093,SATVAH.ISPAT,B ,Q,9.85,10.21,9.71,9.98,9.98,10.16,6,56,563.00,
526117,SHERVANI IND,X ,Q,605.80,647.90,605.80,637.00,637.00,617.60,16,41,25370.00,
526137,SHETRON LTD ,X ,Q,40.00,42.10,39.00,39.00,39.00,39.95,19,5802,233430.00,
526139,TRANSGENE BI,XT,Q,3.38,3.50,3.22,3.48,3.48,3.38,35,18511,62247.00,
526143,MPL         ,XT,Q,7.49,7.64,6.96,7.46,7.44,7.28,22,12384,89261.00,
526159,NIKHIL ADHSV,X ,Q,144.85,144.85,136.55,141.60,144.80,140.10,8,602,85059.00,
526161,SPENTA INT. ,X ,Q,95.60,105.40,95.60,96.05,96.05,96.80,75,3148,314817.00,
526169,MULTIBASE I ,X ,Q,473.00,477.00,465.00,468.30,468.00,472.00,83,2978,1407247.00,
526173,ANDREW YULE ,B ,Q,22.60,23.20,22.60,22.95,23.05,22.75,192,66131,1515745.00,
526179,LUDOLOW JUTE,X ,Q,73.45,73.45,71.70,72.00,71.80,72.60,31,1768,127608.00,
526217,HITECHCORP  ,B ,Q,112.00,112.00,112.00,112.00,112.00,109.10,1,20,2240.00,
526225,BLOOM DEKOR ,X ,Q,21.00,21.00,18.75,18.85,18.85,18.75,14,843,16532.00,
526227,FILATEX INDI,B ,Q,61.75,61.75,59.40,60.15,60.15,62.00,564,139874,8410856.00,
526235,MERCATOR    ,B ,Q,13.01,13.60,12.52,13.13,13.13,13.04,543,199314,2626895.00,
526241,AMRAPALI IND,X ,Q,5.49,5.49,5.49,5.49,5.49,5.77,1,100,549.00,
526247,PREMIER EXPL,B ,Q,265.00,272.00,256.20,258.95,258.95,264.50,224,4420,1172270.00,
526263,MOLD-TEK TEC,B ,Q,44.90,44.90,42.25,42.65,42.70,43.50,5,10971,492564.00,
526299,MPHASIS LTD ,A ,Q,987.20,995.55,982.00,988.25,984.50,994.05,283,3574,3531576.00,
526301,MEDINOVA DIA,XT,Q,17.20,17.20,17.20,17.20,17.20,17.15,1,405,6966.00,
526315,DIVYA.GRANIT,XT,Q,88.45,88.45,84.55,86.00,86.00,84.55,6,120,10314.00,
526325,ORIENT PRESS,B ,Q,149.70,165.40,149.70,165.40,165.40,157.55,3,135,22297.00,
526365,SWARNASA    ,X ,Q,9.00,10.70,9.00,10.04,10.70,10.00,27,5092,50387.00,
526367,GANESH HSG. ,B ,Q,67.00,74.50,67.00,72.55,72.55,66.70,591,38633,2811319.00,
526371,NMDC LTD    ,A ,Q,96.95,98.10,95.65,97.60,97.40,97.25,774,101730,9896443.00,
526381,PAT INT LOG ,B ,Q,44.55,46.80,44.05,45.80,45.80,44.20,120,12239,556952.00,
526397,ALPHAGEO (I),B ,Q,467.95,471.15,467.00,467.20,471.00,467.25,11,211,98938.00,
526407,RIT PRO IND ,X ,Q,12.40,12.40,11.30,11.31,11.31,11.81,8,1096,12399.00,
526409,KKALPANAIND ,X ,Q,33.05,33.80,32.05,32.40,32.40,34.00,20,1897,61638.00,
526415,OK PLAY (I) ,XT,Q,55.00,58.00,55.00,55.20,55.15,55.80,20,5960,332745.00,
526423,KRITI INDUS.,X ,Q,32.70,33.15,30.55,31.75,31.75,32.45,115,18479,594211.00,
526433,ASM TECHNOLO,X ,Q,119.00,124.00,114.00,121.05,114.00,119.15,37,1812,215736.00,
526471,WINSOME BREW,XT,Q,5.82,5.83,5.29,5.79,5.37,5.56,13,430,2496.00,
526479,SKY INDUST. ,X ,Q,33.00,34.00,32.60,32.85,32.60,34.00,15,1211,40132.00,
526481,PHOENIX INT.,XT,Q,15.05,15.75,15.05,15.75,15.75,15.00,10,955,14632.00,
526492,RISHIROOP   ,X ,Q,51.95,56.50,49.50,54.60,54.60,50.50,53,5189,277432.00,
526494,PROMACT     ,X ,Q,7.91,7.91,7.90,7.90,7.90,8.00,6,3020,23858.00,
526504,DOLPHIN MEDI,XT,Q,0.81,0.82,0.81,0.82,0.82,0.85,6,3104,2524.00,
526508,SHAHISHIP   ,XT,Q,9.00,9.00,9.00,9.00,9.00,8.67,1,50,450.00,
526519,ALPINE HSG. ,X ,Q,17.95,17.95,17.35,17.35,17.40,17.50,25,3440,60230.00,
526521,SANGHI IND. ,B ,Q,61.50,64.60,61.45,63.45,63.45,61.15,302,22581,1428348.00,
526532,SFPIL       ,XT,Q,22.50,22.50,22.50,22.50,22.50,22.50,1,1,22.00,
526538,MAXIMAA SYST,X ,Q,4.85,4.85,4.29,4.55,4.55,4.69,60,23201,105714.00,
526544,SCANP GEOM  ,X ,Q,37.10,38.90,37.00,38.30,38.30,37.40,29,17487,668381.00,
526546,CHOKSI LABOR,X ,Q,17.20,17.30,17.05,17.30,17.30,17.50,3,550,9442.00,
526550,CCHHL       ,B ,Q,7.35,7.80,7.35,7.69,7.69,7.88,19,6860,52020.00,
526568,LONGVIEW TEA,XT,Q,15.00,16.00,15.00,15.15,16.00,15.45,5,915,13752.00,
526576,TECHIN      ,B ,Q,5.51,5.51,5.51,5.51,5.51,5.25,1,500,2755.00,
526582,TPL PLAST   ,B ,Q,172.00,179.45,170.00,173.30,174.15,177.50,67,5540,973520.00,
526586,WIM PLAST LT,B ,Q,715.00,730.00,691.20,716.30,711.20,697.20,175,3272,2329622.00,
526588,PHOTOQUIP(I),XT,Q,34.90,35.10,34.90,35.00,35.10,33.45,2,6,210.00,
526596,LIBERTY SHOE,B ,Q,182.70,183.60,177.00,178.80,178.80,186.75,514,35330,6356130.00,
526604,LIPPI SYSTEM,XT,Q,10.53,10.53,10.53,10.53,10.53,10.03,1,22,231.00,
526608,ELECTROTHERM,B ,Q,157.00,159.70,156.05,156.95,156.65,157.50,15,1208,191855.00,
526612,BLUE DART EX,A ,Q,3058.05,3185.00,2963.00,3125.60,3152.40,3077.80,141,650,2035261.00,
526616,NAT.PLASTIC ,X ,Q,46.25,48.60,45.45,47.15,48.60,49.00,17,6460,297814.00,
526640,ROYALE MANOR,XT,Q,9.55,9.55,9.10,9.49,9.49,9.55,7,2002,18269.00,
526642,MIRZA INTER ,B ,Q,86.35,87.90,84.60,85.80,85.80,87.95,271,24755,2137853.00,
526650,TOURISM FINA,B ,Q,120.10,121.50,119.10,119.25,119.60,120.00,110,9125,1093074.00,
526666,BHARTIYA INT,B ,Q,226.80,226.85,215.10,215.10,215.10,222.00,11,1252,278034.00,
526668,KAMAT HOTELS,B ,Q,50.75,52.25,49.95,50.65,50.80,51.70,144,10461,538707.00,
526687,POLO HOTELS ,XT,Q,6.14,6.45,6.14,6.15,6.45,6.46,5,886,5443.00,
526703,ECOPLAST LTD,X ,Q,111.50,120.00,110.00,119.75,120.00,111.50,22,1803,209485.00,
526707,ALCHEMIST LT,T ,Q,2.00,2.00,2.00,2.00,2.00,1.91,1,500,1000.00,
526717,GOPALA POLY.,X ,Q,70.00,70.00,65.70,66.65,67.00,66.60,58,3375,224743.00,
526721,NICCO PARKS ,XT,Q,37.00,37.00,35.00,36.90,36.90,35.40,5,163,5730.00,
526723,NTC INDUST  ,X ,Q,34.80,34.80,34.80,34.80,34.80,34.80,1,10,348.00,
526725,SANDESH LTD.,B ,Q,751.00,751.00,750.00,750.00,750.00,750.00,7,60,45050.00,
526727,GARNET CONST,X ,Q,14.00,14.50,14.00,14.50,14.50,14.69,3,48,674.00,
526729,GOLDIAM INT.,B ,Q,85.50,88.45,84.50,86.70,87.40,86.55,46,5403,465359.00,
526731,BRIGHT BROS.,X ,Q,83.90,84.95,81.30,84.00,84.95,81.55,9,27200,2258366.00,
526737,CORPOR COUR ,X ,Q,12.05,12.05,12.05,12.05,12.05,11.65,2,200,2410.00,
526739,NARMADA GEL ,X ,Q,109.20,112.00,109.20,112.00,112.00,112.85,6,213,23296.00,
526747,P.G.FOILS   ,X ,Q,81.35,81.35,76.00,77.20,79.95,77.85,8,242,19046.00,
526755,VELAN HOTELS,X ,Q,4.98,5.15,4.78,5.15,5.15,4.99,11,2161,10532.00,
526775,VALIANT COMM,X ,Q,29.50,30.00,29.45,29.55,29.45,30.50,8,820,24216.00,
526783,DR.AGAR.EYE ,XT,Q,383.25,383.25,370.25,383.25,383.25,365.00,11,97,37042.00,
526795,MAHASAGAR TR,ZP,Q,2.69,2.69,2.69,2.69,2.69,2.74,2,200,538.00,
526797,GREENPLY IND,B ,Q,136.00,140.45,136.00,139.30,138.40,135.45,258,13358,1856503.00,
526801,PSL LTD     ,B ,Q,2.34,2.34,2.12,2.12,2.12,2.23,26,46694,104654.00,
526807,SEAMEC LTD  ,B ,Q,202.00,204.70,201.65,204.70,204.70,203.50,8,520,104944.00,
526817,CHEVIOT CO. ,X ,Q,732.00,748.00,716.05,723.30,720.20,730.30,76,548,399511.00,
526821,DAI-ICHI KAR,X ,Q,210.50,222.00,210.50,212.75,215.00,218.35,48,1448,314794.00,
526829,CONFI PETRO ,T ,Q,36.00,37.45,35.10,36.80,36.80,36.00,266,102776,3731488.00,
526839,SHELTER     ,X ,Q,15.20,15.20,15.20,15.20,15.20,14.50,1,51,775.00,
526847,ASHIRWAD STL,XT,Q,10.64,10.64,10.64,10.64,10.64,11.12,1,252,2681.00,
526849,BANARAS BEAD,B ,Q,50.95,50.95,47.20,47.30,47.25,45.50,43,1366,66868.00,
526853,BILCARE LTD.,X ,Q,33.50,34.95,33.00,33.25,33.10,33.45,89,8771,296032.00,
526861,RISHI LASER ,X ,Q,25.00,25.00,22.90,25.00,25.00,23.85,19,1260,29320.00,
526881,63MOONS     ,B ,Q,100.90,103.75,99.05,100.90,101.10,100.85,1939,156840,15931417.00,
526885,SARLA PER F ,B ,Q,30.20,31.95,30.20,31.65,31.95,30.50,41,8969,275448.00,
526899,HFIL        ,X ,Q,11.60,12.00,11.50,11.70,11.70,11.37,72,10541,122774.00,
526901,SONAL ADHESI,XT,Q,8.64,8.64,8.64,8.64,8.64,8.23,1,1,8.00,
526905,PADMAIND    ,X ,Q,109.00,110.95,102.10,107.30,108.00,106.00,23,41383,4479004.00,
526917,CHD DEV LTD ,X ,Q,7.65,8.59,7.65,8.48,8.50,8.37,26,3311,27574.00,
526921,21ST CEN.MGM,B ,Q,24.25,24.25,24.25,24.25,24.25,24.70,1,5628,136479.00,
526927,DION        ,X ,Q,8.20,8.20,6.20,7.28,7.28,7.14,26,2931,20477.00,
